Ballotpedia Person ID,Name,Twitter ID,ASD Override,Category,Account Type,Product,Validated,Facebook ID,Youtube,Instagram ID,Rumble,Telegram,TikTok ID,Column1,Verified
,Embajada de China en Colombia,china_embajada,,China,Diplomatic/Government,Hamilton,TRUE,chinaembajada,UCr46Fcvr-ZlPUaIrJQM94rw,,,,,,
,Consulat Général de Chine à Lyon,china_lyon,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Permanent Mission to the OPCW,china_opcw,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Hola_Dani,china_panama,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Embassy in Ukraine,china_ukraine_,,China,Diplomatic/Government,Hamilton,TRUE,chinaembua,,,,,,,
,Ambassador Hou Yanqi,china2asean,,China,Diplomatic/Government,Hamilton,TRUE,,UCsu7yegTAQ690nOswtf9eqA,,,,,,
FB page inaccessible,Cao Zhongming,chinaambbelgium,,China,Diplomatic/Government,Hamilton,TRUE,ChinainBelgium,,,,,,,
,Tan Jian,chinaambnl,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,AmbCHENXiaodong,chinaambsa,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Zhang Jun,chinaambun,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,中国驻萨摩亚大使馆 Chinese Embassy in Samoa,chinaandsamoa,,China,Diplomatic/Government,Hamilton,TRUE,chinaandsamoa,,,,,,,
,Chinese Consulate General in Christchurch,chinacg_cc,,China,Diplomatic/Government,Hamilton,TRUE,Consulate-General-of-the-Peoples-Republic-of-China-in-Christchurch-100066851106473,,,,,,,
,Chinesisches Generalkonsulat in Frankfurt am Main,chinacg_ffm,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinesisches Generalkonsulat in München,chinacg_muc,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
SAME FB as consul,Consul General NYC,chinacg_nyc,,China,Diplomatic/Government,Hamilton,TRUE,ChinaCGNYC,UCUY5kyUdROVHieydI9b2NHQ,chinacg_nyc,,,,,
,Chinese Consulate General in Calgary,chinacgcalgary,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Consulate General in Edinburgh,chinacgedi,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Consulat général de Chine à Montréal,chinacgmtl,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,ChinaConsulateChicago,chinaconsulate,,China,Diplomatic/Government,Hamilton,TRUE,ChinaConsulateCHGO,UChiPhzykn0nZ9vw4yTHIDZg,,,,,,
,Çin Başkonsolosluğu Sözcüsü/中国驻伊斯坦布尔总领馆发言人,chinaconsulist,,China,Diplomatic/Government,Hamilton,TRUE,,,chinaconsul.ist,,,,,
,Chinese Consulate General in Sydney,chinaconsydney,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,China Culture,chinacultureorg,,China,Diplomatic/Government,Hamilton,TRUE,chinacultureorg,UCleeqn61KSWipVWWu9kJfGQ,china_culture,,,chinacultureorg,,
,China Daily,chinadaily,,China,Media,Hamilton,TRUE,chinadaily,UC5o1Xup1RDLE1rpndFfri0g,chinadailynews,,,chinadailyofficial,,
,China Daily Life,chinadaily_life,,China,Media,Hamilton,TRUE,,,,,,,,
,China Daily Asia,chinadailyasia,,China,Media,Hamilton,TRUE,,UC54Iljc61Wl6hZ9hwpHhN0A,chinadailyasia,,,,,
YT channel inactive,China Daily Europe,chinadailyeu,,China,Media,Hamilton,TRUE,,UCnguQT3JSfW7R_ny3yhNxPw,,,,,,
Several local FB pages,China Daily USA,chinadailyusa,,China,Media,Hamilton,TRUE,ChinaDailyBoston,UCLMFwXjbRr4Gw3GICJianAA,,,,,,
,China Daily World,chinadailyworld,,China,Media,Hamilton,TRUE,chinadailyglobalweekly,,,,,,,
,Chinese Embassy in Greece,chinaemb_hellas,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,China Emb in South Sudan南苏丹纪行,chinaemb_juba,,China,Diplomatic/Government,Hamilton,TRUE,chinaemb.ss,,,,,,,
,Zhao Zhiyuan 赵志远,chinaembaddis,,China,Diplomatic/Government,Hamilton,TRUE,ChinaEmbAddis,,,,,,,
,Embajada de China en Chile,chinaembajada,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,EmbajadaChinaenRD,chinaembajadard,,China,Diplomatic/Government,Hamilton,TRUE,EmbajadaRDenRPChina,,chinaembajada,,,,,
,Embassy of China in Algeria 中国驻阿尔及利亚大使馆,chinaembalgeria,,China,Diplomatic/Government,Hamilton,TRUE,100064477878508,,,,,,,
,ChinaEmbAngola,chinaembangola,,China,Diplomatic/Government,Hamilton,TRUE,ChinaEmbAngola,UCkznTctjZ5rt0vIRC5jhqLQ,,,,,,
,Chinese Embassy in Antigua and Barbuda,chinaembantigua,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbassyinAntiguaandBarbuda,,,,,,,
,Embajada de China en Argentina,chinaembarg,,China,Diplomatic/Government,Hamilton,TRUE,,UCnja8A2S--YbYMoFQPGADuQ,,,,,,
,Chinese Embassy in Malawi,chinaembassy_mw,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbassyinMalawi,,,,,chinese_embassyinmalawi,,
,ChinaEmbassy Tirana,chinaembassyt,,China,Diplomatic/Government,Hamilton,TRUE,ChinaembassyT,,,,,,,
,Chinesische Botschaft in Österreich,chinaembaustria,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Embassy of China in Bahrain,chinaembbahrain,,China,Diplomatic/Government,Hamilton,TRUE,Embassy-of-China-in-Bahrain-中国驻巴林大使馆,,,,,,,
,Ambassade de Chine en République du Congo,chinaembcongobz,,China,Diplomatic/Government,Hamilton,TRUE,chinaembcongobz,,,,,ambassadechineaucongo,,
,Chinese Embassy in Eritrea,chinaemberitrea,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Embajada de China en España,chinaembesp,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Embassy of China in Finland,chinaembfinland,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinesische Botschaft in Deutschland,chinaembgermany,,China,Diplomatic/Government,Hamilton,TRUE,,,chinesische.botschaft,,,,,
,Chinese Embassy in Grenada,chinaembgrenada,,China,Diplomatic/Government,Hamilton,TRUE,100068983727061,,,,,,,
,Chinese Embassy in Switzerland,chinaembinch,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,中国驻加纳大使馆 Chinese Embassy in Ghana,chinaembingh,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,中国驻毛里塔尼亚使馆Ambassade de Chine en Mauritanie,chinaembinmr,,China,Diplomatic/Government,Hamilton,TRUE,people%E4%B8%AD%E5%9B%BD%E9%A9%BB%E6%AF%9B%E9%87%8C%E5%A1%94%E5%B0%BC%E4%BA%9A%E4%BD%BF%E9%A6%86Ambassade-de-Chine-en-Mauritanie%D8%A7%D9%84%D8%B3%D9%81%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D9%8A%D9%86%D9%8A%D8%A9-%D9%84%D8%AF%D9%89-%D9%85%D9%88%D8%B1%D9%8A%D8%AA%D8%A7%D9%86%D9%8A%D8%A7100064680614335,,,,,,,
,Chinese Embassy in Rwanda,chinaembinrw,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Embassy in Ireland,chinaembireland,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Wang Yu Chinese Ambassador in Kabul,chinaembkabul,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbassyinAfghanistanDari,,,,,,,
,Посольство КНР в Казахстане,chinaembkazakh,,China,Diplomatic/Government,Hamilton,TRUE,,,chinaembkazakh,,,,,
,Embassy of China in KSA سفارة الصين في السعودية,chinaembksa,,China,Diplomatic/Government,Hamilton,TRUE,ChinaEmbKSA,,,,,,,
,Embassy of China in Kuwait سفارة الصين في الكويت,chinaembkuwait,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Embassy in Lesotho,chinaemblesotho,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Embassy in Malta,chinaembmalta,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinaembmanila,chinaembmanila,,China,Diplomatic/Government,Hamilton,TRUE,ChinaEmbassyManila,,,,,,,
,Embassy of China in the Netherlands,chinaembnl,,China,Diplomatic/Government,Hamilton,TRUE,chinaembnl,,,,,,,
,Embassy of China in Oman سفارة الصين في سلطنة عمان,chinaemboman,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,ChineseEmbassyOttawa,chinaembottawa,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,chineseembassyincanada,,
,Embajada de China en el Perú,chinaembperu,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Embassy in Poland,chinaembpoland,,China,Diplomatic/Government,Hamilton,TRUE,ChinaEmbPoland,,,,,,,
,Embaixada da China em Portugal 中国驻葡萄牙大使馆,chinaembpt,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
INACTIVE YT channel,Chinese Embassy in Sri Lanka,chinaembsl,,China,Diplomatic/Government,Hamilton,TRUE,100017468388610,UC2LBsdMHOuOTODXKJET_ktQ,,,,,,
,中国驻斯洛伐克使馆 Čínske veľvyslanectvo na Slovensku,chinaembsvk,,China,Diplomatic/Government,Hamilton,TRUE,ChinaEmbSVK,UCsJ32PAinhoDfPNrP9PmN9g,,,,,,
RENAMED to ChinaEmbTurkiye,ChinaEmbTurkey,chinaembturkey,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,ChineseEmbassySlovenia,chinaemslovenia,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Mission of China to the EU,chinaeumission,,China,Diplomatic/Government,Hamilton,TRUE,ChinaEUMission,UCuuhPbzNlWAw1ePgWHFRilw,,,,,,
,China.org.cn French,chinafrance,,China,Media,Hamilton,TRUE,,,china.org.cn_fr,,,,,
,ChinAfrica magazine,chinafrica1,,China,Media,Hamilton,TRUE,ChinAfricaMagazine,UC9czCLQkB-pElUh_37E7MXQ,chinafricamagazine,,,chinafrica360,,
,Kina i Danmark,chinaindenmark,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Qian Minjian,chinainlebanon,,China,Diplomatic/Government,Hamilton,TRUE,ChinainLebanon,,,,,,,
,Chinese Consulate General in Vancouver,chinainvan,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,China Embassy in Iraq,chinairaq,,China,Diplomatic/Government,Hamilton,TRUE,chineseembassyiniraq1,,,,,,,
,Chinese Mission to UN,chinamission2un,,China,Diplomatic/Government,Hamilton,TRUE,,UCcv_r4ktJVNrV6chO1CVhTw,,,,,,
,China Mission Geneva,chinamissiongva,,China,Diplomatic/Government,Hamilton,TRUE,,UClfH4wbUhqDgR6fh3tuQE5Q,,,,,,
,Permanent Mission of China in Vienna,chinamissionvie,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
INACTIVE SINCE 2010,CNW,chinanewsweek,,China,Media,Hamilton,TRUE,,,,,,,,
,chinaorgcn,chinaorgcn,,China,Media,Hamilton,TRUE,295446797213542,UC8hDQXGq2uqb9Fq5seECPTQ,,,,china.org,,
,ChinaQ&A,chinaqanda,,China,Media,Hamilton,TRUE,ChinaQandA,UCWZ6bqLdyCejfPfOep0RFQQ,,,,,,
,China Science,chinascience,,China,Media,Hamilton,TRUE,PDChinaScience,,,,,,,
,China SCIO,chinascio,,China,Diplomatic/Government,Hamilton,TRUE,chinascio,UCp5YQp-iI7W-tJs6FfXzPaw,china_scio,,,,,
,Wang Xiaojian,chinaspox_india,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,中国驻马里大使馆 Ambassade de Chine au Mali,chine_au_mali,,China,Diplomatic/Government,Hamilton,TRUE,AmbChineMali,,,,,,,
,Ambassade de Chine en Guinée,chine_guinee,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
we had the wrong FB account associated,Ambassade de Chine au Sénégal,chineambassade,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Ambassade de Chine à Djibouti,chineambdjibout,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Ambassade de Chine au Maroc,chineambmaroc,,China,Diplomatic/Government,Hamilton,TRUE,ChineAmbMaroc,,,,,,,
Chinese Embassy in Tajikistan,中国驻塔吉克斯坦使馆,chinese_tjk,,China,Diplomatic/Government,Hamilton,TRUE,中国驻塔吉克斯坦使馆,,,,,,,
,Kong Xianhua,chinesecgmumbai,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Consulate-General in Melbourne,chinesecon_mel,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Embassy in Fiji,ChineseEmb_FJ,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Embassy in PNG,chineseemb_png,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbPNG,,,,,,,
,Chinese Embassy in Uganda,chineseemb_uga,,China,Diplomatic/Government,Hamilton,TRUE,China.Emb.Uga,UCXvoYkt-o5L8L1z3sGZt7ag,,,,,,
,chineseembassybangkok,chineseembassy1,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbassyinBangkok,,chineseembassybangkok,,,,,
,Embassy of China in Jordan,chineseembassyj,,China,Diplomatic/Government,Hamilton,TRUE,Chinaemb.Jordan,,,,,,,
,ChineseEmbassySlovenia,chineseembassyslovenia,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Embassy in CZ,chineseembincz,,China,Diplomatic/Government,Hamilton,TRUE,chinaembassy.cz,,chinese_embassy_in_czechia,,,chineseembassyinczechia,,
,Chinese Embassy in Hungary,chineseembinhu,,China,Diplomatic/Government,Hamilton,TRUE,ChinaEmbHungary,,,,,,,
,Chinese Embassy in Montenegro,chineseembinmne,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Embassy in Russia 中国驻俄罗斯大使馆,chineseembinrus,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbassyInRus,,,,,,,
,Chinese Embassy in Trinidad and Tobago,chineseembintt,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbinTT,UCtf93AbqRbyvKC-_Uf6F-kg,,,,,,
,ChineseEmbinUK,chineseembinuk,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbinUK,UC5f9jS5g5MvgyfB5buYjENw,,,,chineseembassyinuk,,
,ChineseEmbinUS,chineseembinus,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbassyinUS,UCMb5G_i578gUfjhsSSfZkGA,,,,chineseembassyinus,,
,Chinese Embassy in Kenya,chineseembkenya,,China,Diplomatic/Government,Hamilton,TRUE,100064420462728,,,,,,,
,ChineseEmbSA,chineseembsa,,China,Diplomatic/Government,Hamilton,TRUE,chinainsa,UC9PESUymVa-Xik_Cy_P-m6w,,,,chineseembassyinsa,,
,Chinese Embassy to Yemen,chineseembtoyem,,China,Diplomatic/Government,Hamilton,TRUE,chineseembtoYemen,,,,,,,
,Chinese Embassy in Tanzania,chineseembtz,,China,Diplomatic/Government,Hamilton,TRUE,tz.chineseembassy,,chineseembassytanzania,,,,,
,Chinese Embassy in Estonia,chineseestonia,,China,Diplomatic/Government,Hamilton,TRUE,chineseembassyinestonia,,,,,,,
FB account of ambassador who left in Feb 2023,Chinese Embassy in Liberia,chineseliberia,,China,Diplomatic/Government,Hamilton,TRUE,CNAmbLR,,,,,,,
,Chinese Embassy in Somalia,chinesesomalia,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbassyinSomalia,,,,,,,
,Chinese Embassy in Zimbabwe,chinesezimbabwe,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Not sure about instagram,Spokesperson of the Chinese Embassy in Egypt,chn_egy,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbinEgypt,,chinese_embassy_in_egypt,,,,,
,Spokesperson of Chinese Mission to UN,chn_un_ny,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Odd instagram: https://www.instagram.com/chnconsul_osaka/,中華人民共和国駐大阪総領事館,chnconsul_osaka,,China,Diplomatic/Government,Hamilton,TRUE,ChnConsul.osaka,UCY7ST2ZU2JwtBzEYcuYeFIA,,,,chnconsul_osaka,,
Chines consulate in Fukuoka,中華人民共和国駐福岡総領事館,chnconsulatefuk,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Consulate General in Johannesburg,chnconsulatejhb,,China,Diplomatic/Government,Hamilton,TRUE,ChinainJoburg,UCfjVqH7BfjaNENSezNcgyAA,,,,chnconsulategeneraljhb,,
Chines consulate in Nagoya,中華人民共和国駐名古屋総領事館,chnconsulatengo,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Chines consulate in Niigata,中華人民共和国駐新潟総領事館の新ちゃん,chnconsulatengt,,China,Diplomatic/Government,Hamilton,TRUE,,UCD68kainz16ji8pHZLwip4A,,,,,,
Chinese embassy in Japan,中華人民共和国駐日本国大使館,chnembassy_jp,,China,Diplomatic/Government,Hamilton,TRUE,100072261466319,UCyu-DMBuYTUpT5E61uWTK1A,,,,chnembassy_jp,,
,ChineseEmbassyinSudan,chnembinsudan,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbassyinSudan,,,,,,,
,Chinese Embassy in Suriname,chnembsuriname,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbSuriname,,,,,,,
Spokesperson for Chinese Mission to UN in Geneva,Liu Yuyin,chnmission,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,CIDCA,cidcaofficial,,China,Diplomatic/Government,Hamilton,TRUE,CIDCAofficial,,,,,,,
FB account is in French for some reason,China International Import Expo,ciieonline,,China,Diplomatic/Government,Hamilton,TRUE,ciieonline.fr,UCe7bcQmsC6tYITTKtKmSf0g,ciieonline,,,ciieonline,,
,中國新聞社,cns1952,,China,Media,Hamilton,TRUE,ChinaNewsService,UCpbfXQsYBJTwq5lCkwGIeuQ,,,,chinanewsservice,,
,Consulado General de China en Santa Cruz,consuladochnsc,,China,Diplomatic/Government,Hamilton,TRUE,ConsuladoCHNSC,,consuladochinascz,,,,,
,Consulat général de Chine à Strasbourg,consulat_de,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chinese Consulate General in San Francisco,consulatesan,,China,Diplomatic/Government,Hamilton,TRUE,chineseconsulatesf,,chineseconsulate,,,,,
,Consulado General de China en Barcelona 中国驻巴塞罗那总领馆,consulchinabcn,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Consulado-Geral da China no Rio de Janeiro,consulchinarj,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
YT inactive,CRI Français,crifrancais,,China,Media,Hamilton,TRUE,crifrancais,UCu-hTFbhi6haNCwx9-5VSfg,cri_francais,,,,,
,CRI日本語,crijpn,,China,Media,Hamilton,TRUE,japanese.cri,UCAq3au5J8QghC2nuzaDdHZA,,,,,,
Former Consul General in Perth,Dong Zhihua,dong_zhihua,,China,Diplomatic/Government,Hamilton,TRUE,zhihua.dong.92,,,,,,,
,DostiFM98,dostifm98,,China,Media,Hamilton,TRUE,,UCrmjRHfXaJtYx4MVPWYDQ2Q,,,,,,
Chinese ambassador to Grenada,ZHAO Yongchen,drzhaoyongchen,,China,Diplomatic/Government,Hamilton,TRUE,100068983727061,,,,,,,
Not sure about tiktok,Discover Xinjiang,dxinjiang,,China,Media,Hamilton,TRUE,DiscoverXinjiang,UCdpOqs9k-etm4MOXrwkA7Sg,discoverxinjiang,,,discoverxinjiang,,
,China News 中国新闻网,echinanews,,China,Media,Hamilton,TRUE,echinanews,,,,,,,
Maybe also: https://www.instagram.com/economicdaily_china_/,"Economic Daily, China",ednewschina,,China,Media,Hamilton,TRUE,EDNewsChina,,economicdaily__china,,,,,
,Embajador de China en Venezuela,emb_chinaven,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Not sure about TikTok,EmbaixadaChina,embaixadachina,,China,Diplomatic/Government,Hamilton,TRUE,,UCNU0bcWx6pq91sjrAR5vwEw,embaixadachina,,,embaixadachina,,
,Embajada de la República Popular China en Ecuador,embajadachinaec,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
MOVED to EmbajadaChinaenRD,EmbajadaChinaenRD,embajadachinard,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Embajada de la República Popular China en SV,embajadachinasv,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Wang Gang,embajadorcn_uy,,China,Diplomatic/Government,Hamilton,TRUE,embajadacnuy,,,,,,,
Chinese Embassy in Tonga,中国驻汤加大使馆,embassy_chinese,,China,Diplomatic/Government,Hamilton,TRUE,chinaembassytonga,,,,,,,
,Chinese Embassy in Serbia,embchina_rs,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Embajada de China en Cuba,embchinacuba,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Embajada de China Malabo,embchinage,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Embajada de China en México,embchinamex,,China,Diplomatic/Government,Hamilton,TRUE,EmbChinaMex,,,,,,,
,Embajada de China en Panamá,embchinapa,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Ambassador to Mexico,Zhang Run 张润,embzhangrun,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Chinese Ambassador to Somalia,FEI Shengchao费胜潮,feishengchao,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Frances Kuo,franceskuocgtn,,China,Media,Hamilton,TRUE,,,,,,,,
,Quotidien du Peuple,french_renmin,,China,Media,Hamilton,TRUE,Quotidien-du-Peuple-100068655228349,,,,,,,
,Frontline,frontlinestory,,China,Media,Hamilton,TRUE,FrontlineStoriesFromReporters,,,,,,,
Ambassador to the EU,Fu Cong 傅聪,fucong17,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Consul in Fukuoka,律桂軍,fuklyuguijun,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,The Business Source,globaltimesbiz,,China,Media,Hamilton,TRUE,,,,,,,,
,Global Times,globaltimesnews,,China,Media,Hamilton,TRUE,globaltimesnews,UCO9SfFMUHEeMXt1EKIcN1oA,"globaltimes
globaltimesnews",,global_time_s,globaltimes,,
,Global Times Russia,globaltimesrus,,China,Media,Hamilton,TRUE,GlobalTimesRussia,,,,,,,
,CGTN Global Watch,globalwatchcgtn,,China,Media,Hamilton,TRUE,GlobalWatchCGTN,UCfv35fnCnT_h2HEaTFnn4Ng,,,,globalwatch,,
,GT Opinion,gtopinion,,China,Media,Hamilton,TRUE,,,,,,,,
,Guangming Daily,guangming_daily,,China,Media,Hamilton,TRUE,GuangMingDaily,UCNgifDJk9HJM4whS6fXlbMw,guangmingdaily,,,guangming35,,
MOVED to @GuanXin411,GuanXinTweets,guanxintweets,,China,Media,Hamilton,TRUE,GuanXinCGTN,UCaOaN6ohxk26b_avLUFP0eg,,,,,,
Ambassador to Iceland,He Rulong 何儒龙,herulong,,China,Diplomatic/Government,Hamilton,TRUE,ChinaInIceland,,,,,,,
,Wang Hao,hongfenghuang,,China,Media,Hamilton,TRUE,,,,,,,,
,Huanxin Zhao,huanxinzhao,,China,Media,Hamilton,TRUE,,,,,,,,
,Hu Xijin 胡锡进,huxijin_gt,,China,Media,Hamilton,TRUE,HuXijinGT,UCVD-MGxD71IQUk9_hHq8MdA,,,HuXijin_HuanQiu,,,
INACTIVE since 2013,HuXijinGT,huxijingt,,China,Media,Hamilton,TRUE,,,,,,,,
China in Lithuania,中国驻立陶宛代办处,in_embassy,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Consulate in Jeju (SK),주제주중국총영사관,jejuzlg,,China,Diplomatic/Government,Hamilton,TRUE,jejuZLG,,,,,,,
,"
Li Jingjing 李菁菁",jingjing_li,,China,Media,Hamilton,TRUE,TalkItOutWithLiJingjing,UCPvWHbIwTHbXX9Jo_Vephdg,jj_ontheroad,,,iamlijingjing,,
,Ji Tao,jtao98,,China,Media,Hamilton,TRUE,,,,,,,,
,姜伟 Jiang Wei,juliojiangwei,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Li Baorong,li_baorong,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Consul in Karachi,libijian李碧建,libijian2,,China,Diplomatic/Government,Hamilton,TRUE,,,libijian2,,,,,
Chinese Ambassador to Tajikistan,中国驻塔吉克斯坦大使吉树民,liubintjk,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Diplomat in Panama,刘畅 Liu Chang,liuchan14790671,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Liu Xin,liuxin_emily,,China,Media,Hamilton,TRUE,,,,,,,,
,Liu Xin刘欣,liuxininbeijing,,China,Media,Hamilton,TRUE,,,,,,,,
Personal FB account looks very professional,Ambassadeur 朱立英,liyingzhu1,,China,Diplomatic/Government,Hamilton,TRUE,liying.zhu.737,,,,,,,
Diplomat in Dominican Republic,Luis Xu Tiefei 徐铁飞,luisxu9,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Ambassador to Cuba,MA Hui 马 辉,mahuichina,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Chinese diplomat in Russia,Yan Yiqiang,maksimyqy,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Spokesperson发言人办公室,mfa_china,,China,Diplomatic/Government,Hamilton,TRUE,MFA.CHN,UCJgtVXY6fMCtwFHV9nZ84HQ,mfa_chn,,,,,
Are we sure this is Chinese state media?,Mundo China,mundo_china,,China,Media,Hamilton,TRUE,,,mundo_china,,,mundo.china,,
Account LOCKED,ndzk,ndzk,,China,Media,Hamilton,TRUE,,,,,,,,
Chinese ambassador to El Salvador,Ou Jianhong,oujianhong,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
"INACTIVE since 2017, 1 tweet, should remove",PC Chinese,pcchinese,,China,Media,Hamilton,TRUE,,,,,,,,
,"People's Daily, China",pdchina,,China,Media,Hamilton,TRUE,PeoplesDaily,UCK9rVTxGzOcWUR0ll18EVag,peoples_daily,,PDChinaNews,peoplesdaily_renminribao,,
,Modern China,pdchinabusiness,,China,Media,Hamilton,TRUE,PDChinaBusiness,,,,,,,
,Beautiful China,pdchinalife,,China,Media,Hamilton,TRUE,PDChinaLife,,,,,,,
,人民日報  People's Daily,pdchinese,,China,Media,Hamilton,TRUE,,,,,,,,
,People'sDailyOnline Australia,pdoaus,,China,Media,Hamilton,TRUE,PDOAUS,UCpdXncs1-vys1ORWFVKbx0g,,,,,,
Not sure about TikTok,人民網日本,peopledailyjp,,China,Media,Hamilton,TRUE,jinminmou,,,,,MS4wLjABAAAAH_-UHcaFaYRU4dvufAuwMF8DY3ty6UiYRqPzHoAG_QE,,
,Peoplesdailyapp,peoplesdailyapp,,China,Media,Hamilton,TRUE,PDappofficial,UCq5wp7ZDgpzTRjRCR6-1sxg,,,,,,
1 video on YT channel,鳳凰衛視歐洲台 Phoenix CNE,phoenixcneeu,,China,Media,Hamilton,TRUE,pcnetv,UCLo66L0ud0mZZ3RkcqjHm3Q,,,,,,
,PhoenixTVHK,phoenixtvhk,,China,Media,Hamilton,TRUE,PhoenixTVHK,UCd9dPMYgV9-IQaZG491TaRw,phoenixtvhk,,,phoenixtvhk,,
,PhoenixTVUSA,phoenixtvusa,,China,Media,Hamilton,TRUE,,,phoenixtvus,,,,,
