Category,Account Type,Name,"Position, Notes, or Reason for Inclusion",Twitter ID,Facebook ID,YouTube ID,Instagram ID, TikTok,Telegram ID, Threads, Rumble, VK, Bitchute, GETTR, Gab, OK, Parler, Podcast, Substack, TruthSocial,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Instagram username,YouTube channel ID,TikTok username,Threads username,Rumble channel,VK ID,Gab username,Odnoklassniki user numeric ID,Parler username,Truth Social username,updated
Iran,Diplomatic/Government,Iranian embassy in Senegal,,iraninsenegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Serbia,,iraninserbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Singapore,,iraninsgp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Singapore - OLD,,iraninsingapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in South Korea,,iraninskorea,,,,,IranEmbassySeoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Slovenia,,iraninslovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Spain,,iraninspain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Sri Lanka,,iraninsrilanka,IRANinSriLanka,,iran.embassy.srilanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,"Iranian consulate-general in Suleymani, Iraq",,iraninsuleymani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Sweden,,iraninsweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Thailand,,iraninthailand,IranInTh,,iraninthailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Albania,,iranintirana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Tajikistan,,iranintj,,,iranembassyintajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,"Iranian consulate-general in Trabzon, Turkey",,iranintrabzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Tunisia,,iranintunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in UAE,,iraninuae,,,iranembassyuae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Uganda,,iraninuganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Ukraine,,iraninukraine,IranembinUkraine,,iranembassyinukraine,,Iranembassyukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Uruguay,,iraninuruguay,IRANinURUGUAY,,iraninuruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Vatican City,,iraninvatican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Vietnam,,iraninvietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Armenia,,iraninyerevan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Croatia - OLD,,iraninzagreb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Zimbabwe,,iraninzimbabwe,,,iranembassyzimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Kazakhstan - OLD,,irankazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Kazakhstan,,irankazakhstan2,,,iraninkazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,"Iranian embassy in Kazan, Russia",,irankazan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,"Iranian cultural center in Istanbul, Turkey",,irankultur_ist,iran.kultur.ataseligi,,irankulturistanbul,,farhangi_istanbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,"Iranian cultural center in Ankara, Turkey",,irankulturevitr,ortakultur,,irankulturevitr,,irankulturevi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Nicaragua,,iranmanagua,,,iranmanagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian mission to the EU,,iranmissioneu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,"Iranian cultural center in Nairobi, Kenya",,irannairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press News Agency - OLD,,irannewsvideo,,UCxqxol_LDUoMMz8BJJkKj7A,,,farsi_iranpress_media_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,"Iran Press News Agency, Farsi",,IranPress_Farsi,,,,,IranPress_Farsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press News Agency,,iranpress_news,,UCCsnUQhsdfEyRBeMFqY9YrQ,iranpressnewsagency,,iranpress_com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Tanzania,,iratanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian Diplomacy English,,irdenglish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian Diplomacy,,irdiplomacy,,,irdiplomacy.ir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,"Iranian consulate-general Hamburg, Germany",,irhamburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,"Irib News, English",,iribnewsen,IR.IRAN.Broadcasting,,iribnews.ir,,iribnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian Foreign Ministry Farsi,,irimfa,108174512568120,,iranmfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian Foreign Ministry Arabic,,irimfa_ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian Foreign Ministry English,,irimfa_en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Nasser Kanaani,,irimfa_spox,,,irimfa.spox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna 1313,,irna_1313,IRNA-Islamic-Republic-News-Agency-147753375255446,UCuvkxHgz58YMq5rM7_BgOCA,irnakb,,irna_1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,irna_1313,,,,,,,,,,True
Iran,Media,Irna Arabic,,irna_arabic,,,,,Irna_ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Spanish,,irna_es,,,irna_espanol,,Irna_es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna German,,irna_german,,,,,Irna_de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Research,,irna_research,,,irna_research,,irna_research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Tabriz,,irna_tabriz,,,,,irna_tabriz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Turkish,,irna_turkish,,,irna_turkish,,Irna_tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Zahedan,,irna_zahedan,,,irnazahedan,,irna_zahedan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna 24 Media,,irna24media,,,,,Irna24_archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna English,,irnaenglish,en.irna.ir,,en.irna.ir,,Irna_en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Russian,,irnarussian,,,,,Irna_ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna UK,,irnauk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Urdu,,irnaurdu1,,,,,irna_ur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Isna Farsi,,isna_farsi,,UCi7-9HJBWz9yHuLuoY0B5Ng,isna.news,,isna94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,isna.news,,,,,,,,,,True
Iran,Media,Isna International,,isna_int,Iranian-Students-News-Agency-ISNA-100069501397520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Isna Media,,isnamedia,,,,,isnamediaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,"Ali Khamenei, Italian",,it_khamenei,Khamenei.it,,khamenei.it,,Khamenei_it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr.khamenei,UCnvtA52a1Acz8mj2HAmka2Q,,,,ayatollah.khamenei,,,,,True
Iran,Diplomatic/Government,Javad Zarif,,Javad Zarif,jzarif,,jzarif_ir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zarif_ir,,,,,,,,,,True
Iran,Diplomatic/Government,Jafar Barmaki,,jbarmaki,,,jbarmaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,The Front of Islamic Revolution Stability,,jebhepaydari_ir,,,jebhepaydari_ir,,jebhepaydari_ir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Johnny Miller,,johnnyjmils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Abbasali Kadkhodaei,,kadkhodaee_ir,,,kadkhodaee_ir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Kayhan News Arabic,,kayhannewsar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Kayhan News English,,kayhannewsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Kayhan News Farsi,,kayhannewsfa,,UCHMB9bAL4PvMmK_fklET4rA,kayhan.newspaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Mohammad Keshavarzzadeh,,keshavarzzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Khabar Online,,khabaronlinee,www.khabaronline.ir,,khabaronline_plus,,khabaronline_ir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Khabar Online English,,khabaronlineen,Khabar-Online-EN-100072325630867,,khabaronline_en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Ali Khamenei Farsi,,khamenei_fa,,,khamenei.f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Ali Khamenei French,,khamenei_fra,Khamenei.gr,,khamenei_france,,fr_Khamenei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr.khamenei,UCnvtA52a1Acz8mj2HAmka2Q,,,,ayatollah.khamenei,,,,,True
Iran,Diplomatic/Government,Ali khamenei ,,khamenei_ir,Khamenei.gr,,khamenei_ir,,fr_Khamenei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr.khamenei,UCnvtA52a1Acz8mj2HAmka2Q,,,,ayatollah.khamenei,,,,,True
Iran,Diplomatic/Government,Al Khamenei English Media,,khamenei_m,en.khamenei,,,,Khamenei_en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr.khamenei,UCnvtA52a1Acz8mj2HAmka2Q,,,,ayatollah.khamenei,,,,,True
Iran,Diplomatic/Government,Ali Khamenei TV,,khamenei_tv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Ali Khamenei History,,khameneihistory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,"Ali Khamenei, Women and Family",,khameneireyhane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Ali Khamenei Russian ,,khameneiru,Khamenei.ru,,ru.khamenei.ir,,Khamenei_ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr.khamenei,UCnvtA52a1Acz8mj2HAmka2Q,,,,ayatollah.khamenei,,,,,True
Iran,Diplomatic/Government,Mansour Kiaei,,kiaei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Islam's Message to the West,,letter4u_ir,,,letter4u_ir,,letter4u_ir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Mohamad  Alibak,,m_alibak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mahdi Bakhtiari,,mahdiibakhtiari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian Parliament,,majlis_ir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Expediency Discernment Council,,majmatashkhis,,,majma_tashkhis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Marwa Osman,,marwa__osman,,,marwa_osman1,,Marwa_OsmanLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,MB Ghalibaf,,mb_ghalibaf,,,mb_ghalibaf,,ghalibaf_official,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mbghalibaf,,,,,,,,,,True
Iran,Diplomatic/Government,MB Nobakht,,mb_nobakht,,,mb_nobakht,,mb_nobakht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Agnecy,,mehrnewscom,MehrnewsCom,,mehrnews_com,,mehrnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mehrnewscom,,,,,,,,,,True
Iran,Media,MF News,,mfnews_ir,,,,,mfnews_ir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,MhdFarazmand,,mhdfarazmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mideast Stream,,MIDEASTREAM1,MidEaStreamTVShow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Alireza Miryousefi,,miryousefi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mizan News Agency,,mizannewsagency,,,mizan_news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Manouchehr Moradi - OLD,,mnomoradi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mohitzist,,mohitzist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Moradian_ir,,moradian_ir,morteza.moradian.121,,moradian_ir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
Iran,Media,Morteza Ghoroghi,,MortezaGhoroghi,,,morteza.ghoroghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Shahindokht Molaverdi,,mowlaverdi,Mowlaverdi,,,,mowlaverdi2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Majid Takht Ravanchi,,mrahrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,M. Reza Dehshiri,,mrezadehshiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mubarak Heniar,,mubarakhenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Mohammad Nahavandian ,,nahavandian_ir,,,nahavandian_ir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Nexo Latino,,nexo_latino,nexolatino,UCajoZ4_gTuSqeeEi0EeN_tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,M.Reza Noroozpour,,noroozpour,,,,,noroozpour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Albania - OLD,,of_tirana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian Department of the Environment,,officialdoeiran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,PressTV's On The News Line,,onthenewsline,,UClDWfgiaO02GCWRTwoVkbwA,onthenewsline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian Information Ministry,,paddolat,,,pad_dolat,,PadDolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,PressTV Palestine Highlights,,palhighlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Parviz Fattah,,parvizfattah,,,parviz.fattah.official,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Palestine Declassified,,pdeclassified,Palestine.Declassified,,palestine_declassified,,palestinedeclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian mission to the UN in Geneva,,pmiran_geneva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian mission to the UN in Vienna,,pmiran_vienna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,PressTV,,presstv,PRESSTV,,presstvchannel,,presstv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,presstvchannel,,,,PressTV,presstvnews,,,,,True
Iran,Media,PressTV Views,,PressTV News and Views,,,,,PressTViews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,PressTV Extra,,presstvextra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,PressTV Farsi,,PressTVFarsi,,,presstvfarsi,,PressTVFarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,PressTV Francais,,PressTVFr,,,presstv_fr,,PressTVFr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,PressTV Interviews,,presstvintvws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,PressTV Programs,,presstvprograms,,,presstvprograms,,presstvprograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,PressTV Turkey,,presstvturkce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,PressTV UK,,presstvuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,PressTV Breaking,,ptvbreaking1,,,presstv.news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Seyed Ebrahim Raisi,,raisi_com,,,,,raisi_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raisi.ir,,,,,,,,,,True
Iran,Media,Real Africa Today,,realafricatoday,realafricatoday,,realafricatoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Reza Haghighi,,rezahaghighi97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Kerman,,rnakerman,,,irna.kerman,,irna_kerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Hassan Rouhani Farsi,,rouhani_ir,PresidentHassanRohani,UCEA-eGFkNS_EbSSjN-mEdyQ,hrouhani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Seyyed Abbas Salehi,,s_a_salehi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Sadaat Aghajani,,S_Aghajani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Saeed Yari,,saeedyari20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,"
Seyed Abbas Mousavi",,samousavi9,,,,,iranazer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Shabestan News Agency,,shabestanmedia,,,,,shabestannewsagency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Saeed Khatibzadeh,,skhatibzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,S.M.Hosseini Matin,,smhmatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Hojat Soltani,,soltanihojjat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press Spain,,spainiranpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Majid Takht Ravanchi,,takhtravanchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tasnim News English,,Tasnimnews_EN,100069222489476,,,,TasnimNewsAgency_En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tasnim News Farsi,,tasnimnews_fa,,UC9gm0OdmoAkGxIZG8veaxnw,TasnimNews_Fa,,Tasnimnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tasnim News Hebrew,,TasnimNews_he,,,tasnimnews_hebrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,The Big Conversation on PressTV,,thebigconvo_ptv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Ayetullah Seyyid Ali Hamanei,,tr_khamenei_ir,,,tr.Khamenei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,David Miller,,tracking_power,,,tracking.power,,tracking_power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tehran Times,,ttimesonline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Ali Khamenei Urdu,,ur_khamenei,ImamKhamenei.URDU,,urdu_khamenei,,Khamenei_ur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr.khamenei,UCnvtA52a1Acz8mj2HAmka2Q,,,,ayatollah.khamenei,,,,,True
Iran,Diplomatic/Government,Iranian Oil Ministry,,vezaratnaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,We the People Real,,wethepeoplereal,wethepeoplereal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Zahra Asghari,,Z_Asghari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press Farsi,,,,,,,farsi_iranpress_com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Lorestan,,,,,,,irna_lorestan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Alborz,,,,,irnaalborz,,Irna_Alborz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Ardebil,,,,,irnaardebil,,irna_ardebil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Arak,,,,,,,irna_arak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
